ID;Ligand;R_NBO_min;R_NBO_max;R_NBO_avg;RBack_NBO_min;RBack_NBO_max;RBack_NBO_avg;P_NMR_min;P_NMR_max;P_NMR_avg;aniso_P_NMR_min;aniso_P_NMR_max;aniso_P_NMR_avg;P_NBO_min;P_NBO_max;P_NBO_avg;Cl_NBO_min;Cl_NBO_max;Cl_NBO_avg;P_Pd_bond_occ_min;P_Pd_bond_occ_max;P_Pd_bond_occ_avg;P_Pd_bond_eng_min;P_Pd_bond_eng_max;P_Pd_bond_eng_avg;P_Pd_antibond_occ_min;P_Pd_antibond_occ_max;P_Pd_antibond_occ_avg;P_Pd_antibond_eng_min;P_Pd_antibond_eng_max;P_Pd_antibond_eng_avg;P_R_bond_occ_min;P_R_bond_occ_max;P_R_bond_occ_avg;P_R_bond_eng_min;P_R_bond_eng_max;P_R_bond_eng_avg;P_R_antibond_occ_min;P_R_antibond_occ_max;P_R_antibond_occ_avg;P_R_antibond_eng_min;P_R_antibond_eng_max;P_R_antibond_eng_avg;P_RBack_bond_occ_min;P_RBack_bond_occ_max;P_RBack_bond_occ_avg;P_RBack_bond_eng_min;P_RBack_bond_eng_max;P_RBack_bond_eng_avg;P_RBack_antibond_occ_min;P_RBack_antibond_occ_max;P_RBack_antibond_occ_avg;P_RBack_antibond_eng_min;P_RBack_antibond_eng_max;P_RBack_antibond_eng_avg;P_R_distance_min;P_R_distance_max;P_R_distance_avg;P1_RBack1/P2_RBack2_distance_min;P1_RBack1/P2_RBack2_distance_max;P1_RBack1/P2_RBack2_distance_avg;Cl-Pd_distance_min;Cl-Pd_distance_max;Cl-Pd_distance_avg;P-Pd_distance_min;P-Pd_distance_max;P-Pd_distance_avg;X_Angle_Sum_min;X_Angle_Sum_max;X_Angle_Sum_avg;angle_Pd_P1_RBack1/Pd_P2_RBack2_min;angle_Pd_P1_RBack1/Pd_P2_RBack2_max;angle_Pd_P1_RBack1/Pd_P2_RBack2_avg;angle_RPPd_min;angle_RPPd_max;angle_RPPd_avg;angle_R1_P1_R2/R3_P2_R4_min;angle_R1_P1_R2/R3_P2_R4_max;angle_R1_P1_R2/R3_P2_R4_avg;angle_RPRBack_min;angle_RPRBack_max;angle_RPRBack_avg;NoPd_R_NBO_min;NoPd_R_NBO_max;NoPd_R_NBO_avg;NoPd_Rback_NBO_min;NoPd_Rback_NBO_max;NoPd_Rback_NBO_avg;NoPd_P_NMR_min;NoPd_P_NMR_max;NoPd_P_NMR_avg;NoPd_aniso_P_NMR_min;NoPd_aniso_P_NMR_max;NoPd_aniso_P_NMR_avg;NoPd_P_NBO_min;NoPd_P_NBO_max;NoPd_P_NBO_avg;NoPd_P_LP_occ_min;NoPd_P_LP_occ_max;NoPd_P_LP_occ_avg;NoPd_P_LP_eng_min;NoPd_P_LP_eng_max;NoPd_P_LP_eng_avg;NoPd_P_R_bond_occ_min;NoPd_P_R_bond_occ_max;NoPd_P_R_bond_occ_avg;NoPd_P_R_bond_eng_min;NoPd_P_R_bond_eng_max;NoPd_P_R_bond_eng_avg;NoPd_P_R_antibond_occ_min;NoPd_P_R_antibond_occ_max;NoPd_P_R_antibond_occ_avg;NoPd_P_R_antibond_eng_min;NoPd_P_R_antibond_eng_max;NoPd_P_R_antibond_eng_avg;NoPd_P_RBack_bond_occ_min;NoPd_P_RBack_bond_occ_max;NoPd_P_RBack_bond_occ_avg;NoPd_P_RBack_bond_eng_min;NoPd_P_RBack_bond_eng_max;NoPd_P_RBack_bond_eng_avg;NoPd_P_RBack_antibond_occ_min;NoPd_P_RBack_antibond_occ_max;NoPd_P_RBack_antibond_occ_avg;NoPd_P_RBack_antibond_eng_min;NoPd_P_RBack_antibond_eng_max;NoPd_P_RBack_antibond_eng_avg;NoPd_LP_P_s_min;NoPd_LP_P_s_max;NoPd_LP_P_s_avg;quadrants_3.0_Ang_min;quadrants_3.0_Ang_max;quadrants_3.0_Ang_avg;quadrants_4.0_Ang_min;quadrants_4.0_Ang_max;quadrants_4.0_Ang_avg;quadrants_5.0_Ang_min;quadrants_5.0_Ang_max;quadrants_5.0_Ang_avg;quadrants_6.0_Ang_min;quadrants_6.0_Ang_max;quadrants_6.0_Ang_avg;quadrants_7.0_Ang_min;quadrants_7.0_Ang_max;quadrants_7.0_Ang_avg;octants_3.0_Ang_min;octants_3.0_Ang_max;octants_3.0_Ang_avg;octants_4.0_Ang_min;octants_4.0_Ang_max;octants_4.0_Ang_avg;octants_5.0_Ang_min;octants_5.0_Ang_max;octants_5.0_Ang_avg;octants_6.0_Ang_min;octants_6.0_Ang_max;octants_6.0_Ang_avg;octants_7.0_Ang_min;octants_7.0_Ang_max;octants_7.0_Ang_avg;Homo;Lumo;dipole;Pd_NBO;Pd_LP_1_occ;Pd_LP_1_eng;Pd_LP_2_occ;Pd_LP_2_eng;Pd_LP_3_occ;Pd_LP_3_eng;Pd_LP_4_occ;Pd_LP_4_eng;bite_angle;NoPd_Homo;NoPd_Lumo;NoPd_dipole;pol;Vbur%_3.0_Ang;Vbur%_4.0_Ang;Vbur%_5.0_Ang;Vbur%_6.0_Ang;Vbur%_7.0_Ang
621;Ph-pTol-diazadiphosphocane;-0.50541;-0.37374;-0.4357625;-0.50541;-0.49015;-0.49778;278.2147;278.2181;278.2164;166.8979;166.9097;166.9038;1.0739;1.0739;1.0739;-0.4165;-0.41649;-0.416495;1.79198;1.79199;1.791985;-0.45178;-0.45177;-0.451775;0.17932;0.17932;0.17932;0.62507;0.62509;0.62508;1.95516;1.9639;1.960815;-0.63144;-0.56988;-0.604;0.07032;0.11457;0.0863825;0.11926;0.20028;0.1631875;1.95516;1.96389;1.959525;-0.58323;-0.56987;-0.57655;0.09033;0.11458;0.102455;0.11925;0.13292;0.126085;1.826434762;1.927546953;1.871099082;1.90398631;1.927557086;1.915771698;2.38120398;2.381216958;2.381210469;2.284443262;2.284447858;2.28444556;311.1519418;311.154094;311.1530179;108.6694634;109.5820403;109.1257519;108.6713537;125.2114254;117.1688565;102.6817577;105.6145978;104.1481778;102.6819523;105.6131235;103.50242;-0.49605;-0.33694;-0.41176;-0.49605;-0.4771;-0.486575;337.7999;337.8047;337.8023;53.0716;53.08;53.0758;0.70308;0.70309;0.703085;1.90125;1.90127;1.90126;-0.35534;-0.35534;-0.35534;1.95749;1.97146;1.9621325;-0.5693;-0.51372;-0.5456025;0.05039;0.07363;0.057635;0.15839;0.24235;0.203825;1.95749;1.97146;1.964475;-0.53008;-0.51371;-0.521895;0.05614;0.07363;0.064885;0.15839;0.17221;0.1653;49.57;49.57;49.57;60.59296782;63.18906436;61.89101609;63.57457638;66.54459686;65.05958662;58.67522311;67.00987039;62.84195547;43.1765613;57.87881537;50.52768833;30.2644837;45.44041716;37.85280623;23.58462455;27.66686532;25.62574493;29.83986096;34.12575259;31.98203091;27.27760083;36.34858566;31.81112232;21.44224228;36.66832963;29.05483242;14.98152713;33.35249882;24.1664437;-0.21465;-0.07125;9.2551;-0.22257;1.9851;-0.2852;1.96566;-0.2917;1.95816;-0.29236;1.94238;-0.31952;83.92888019;-0.19413;-0.0277;0.9841;451.25;61.89101609;65.05958662;62.84195547;50.52768833;37.85280623
623;pTol-DPPE;-0.38575;-0.38149;-0.38362;-0.72649;-0.72649;-0.72649;215.6776;215.6799;215.67875;169.6566;169.67;169.6633;1.20881;1.20882;1.208815;-0.44745;-0.44745;-0.44745;1.77275;1.77276;1.772755;-0.43373;-0.43372;-0.433725;0.17302;0.17302;0.17302;0.62384;0.62384;0.62384;1.95871;1.95944;1.959075;-0.6181;-0.61524;-0.6166725;0.06881;0.07625;0.07253;0.20341;0.20975;0.2065775;1.95973;1.95973;1.95973;-0.58379;-0.58379;-0.58379;0.0754;0.0754;0.0754;0.16526;0.16526;0.16526;1.822565792;1.830987495;1.826774893;1.867741165;1.867749499;1.867745332;2.389432338;2.389437039;2.389434689;2.269969348;2.269970433;2.269969891;317.3614259;317.3636562;317.3625411;106.4406467;106.4412158;106.4409313;112.4115213;119.4843732;115.9483807;107.3297632;107.3331771;107.3314702;104.4761222;105.5543569;105.0155354;-0.34661;-0.34614;-0.3463775;-0.70807;-0.70807;-0.70807;318.1212;318.1286;318.1249;21.8627;21.911;21.88685;0.81272;0.81274;0.81273;1.88967;1.88968;1.889675;-0.31927;-0.31926;-0.319265;1.95391;1.96115;1.95753;-0.56;-0.55806;-0.5590325;0.03794;0.04752;0.04273;0.2423;0.25066;0.24648;1.96043;1.96043;1.96043;-0.52711;-0.52711;-0.52711;0.04159;0.04159;0.04159;0.20426;0.20426;0.20426;43.52;43.52;43.52;52.95366508;53.9965733;53.47325685;52.42536155;53.73347402;53.07902986;46.01242471;48.61877582;47.31560026;37.49965985;41.45811601;39.47866116;29.82529047;32.53445518;31.17994398;18.72020262;20.70172825;19.70724076;18.84737136;21.17807709;20.01350009;14.16385481;15.90772918;15.03618618;11.27307361;12.09669373;11.68511044;8.252164656;8.569249074;8.411133819;-0.23163;-0.0628;11.2023;-0.19179;1.98789;-0.2851;1.97274;-0.29256;1.95644;-0.31649;1.95099;-0.29057;87.16038165;-0.17893;-0.02519;1.4794;459.19;53.47325685;53.07902986;47.31560026;39.47866116;31.17994398
626;diphe;-0.36944;-0.33603;-0.35685;-0.33818;-0.33513;-0.336655;243.0121;245.6407;244.3264;95.3505;109.1181;102.2343;1.19378;1.20127;1.197525;-0.43117;-0.42522;-0.428195;1.85473;1.85488;1.854805;-0.43535;-0.43097;-0.43316;0.34783;0.35191;0.34987;0.52977;0.53002;0.529895;1.95268;1.95628;1.95407;-0.61877;-0.6109;-0.61403;0.06834;0.0751;0.071635;0.20646;0.20965;0.20802;1.95292;1.95364;1.95328;-0.61094;-0.60911;-0.610025;0.07945;0.08017;0.07981;0.19025;0.19369;0.19197;1.830452342;1.835805077;1.833532006;1.846269639;1.853041018;1.849655328;2.375490586;2.384440443;2.379965515;2.263402896;2.265563423;2.264483159;313.4293762;313.4750693;313.4522228;116.7941383;120.0254734;118.4098059;106.0844635;116.9783059;111.8722102;105.6709522;105.9138369;105.7923945;102.1929429;105.3225965;103.8299141;-0.33685;-0.32444;-0.3302725;-0.301;-0.29714;-0.29907;301.9008;312.2436;307.0722;47.2929;54.0911;50.692;0.84257;0.8446;0.843585;1.85092;1.8518;1.85136;-0.32956;-0.32652;-0.32804;1.95076;1.95418;1.952135;-0.56473;-0.56178;-0.5637225;0.0397;0.05484;0.046765;0.23621;0.24449;0.23961;1.95022;1.95204;1.95113;-0.55799;-0.55399;-0.55599;0.04211;0.04511;0.04361;0.22361;0.22836;0.225985;42.65;43.2;42.925;49.90688319;57.91865316;53.92301103;50.7882813;58.48798957;53.92550121;47.07357069;55.30888335;50.1968954;42.50396843;48.45571228;44.7328677;35.88803561;37.26652738;36.48313817;16.2693683;20.26966627;18.45016389;13.69250822;23.80981938;19.24228788;8.088675854;21.02740374;15.27151462;5.622023675;18.61762438;12.69966892;4.076555678;15.72271907;10.16349487;-0.22719;-0.08916;12.3658;-0.19138;1.98613;-0.28646;1.96817;-0.29514;1.95942;-0.29799;1.94588;-0.31397;88.36981499;-0.18208;-0.05696;1.7435;477.6;53.92301103;53.92550121;50.1968954;44.7328677;36.48313817
627;DTBM-diphe;-0.37699;-0.34735;-0.364815;-0.3335;-0.33091;-0.332205;242.2124;250.7244;246.4684;96.6594;111.17;103.9147;1.19379;1.21852;1.206155;-0.45489;-0.43622;-0.445555;1.75697;1.76366;1.760315;-0.43307;-0.43012;-0.431595;0.18286;0.18512;0.18399;0.57038;0.58009;0.575235;1.95024;1.95414;1.9513975;-0.61027;-0.60139;-0.604485;0.06686;0.07694;0.0721425;0.21496;0.21862;0.2167725;1.95173;1.9524;1.952065;-0.60702;-0.6027;-0.60486;0.08003;0.08132;0.080675;0.19383;0.20057;0.1972;1.826194823;1.83152624;1.828448323;1.840343869;1.855980046;1.848161957;2.378761619;2.399429858;2.389095738;2.257458004;2.27335925;2.265408627;310.5774656;310.8777542;310.7276099;116.0484922;121.1209523;118.5847222;108.4603471;117.9374836;112.8755313;102.8702443;103.6641296;103.267187;102.2932506;105.7142592;103.7302115;-0.34043;-0.32662;-0.332855;-0.29517;-0.29269;-0.29393;301.0152;326.4175;313.71635;48.6911;58.6464;53.66875;0.8429;0.84877;0.845835;1.85737;1.86359;1.86048;-0.32737;-0.32314;-0.325255;1.94716;1.95365;1.9499025;-0.55864;-0.5521;-0.5558225;0.03848;0.05871;0.047005;0.24439;0.25477;0.24837;1.94937;1.95174;1.950555;-0.55517;-0.54756;-0.551365;0.04396;0.04623;0.045095;0.22586;0.23492;0.23039;42.6;43.52;43.06;49.96275328;55.97437426;53.36803486;52.58829371;63.27974676;56.50952765;54.32736274;66.44855098;57.97889534;53.03596535;65.96897818;57.1291215;48.2551818;62.85871242;54.47397858;13.96752086;19.92699642;17.7238528;14.0121656;30.90745453;24.17059773;15.17296837;37.19056479;28.85552332;15.48097419;39.56007075;31.18055241;14.74186368;38.07062387;31.20307065;-0.22595;-0.08627;10.9742;-0.17113;1.98649;-0.28464;1.96942;-0.29321;1.9585;-0.29525;1.94724;-0.31167;87.39496919;-0.17683;-0.05599;1.2059;921.67;53.36803486;56.50952765;57.97889534;57.1291215;54.47397858
628;Furyl-diphe;-0.08689;-0.075985;-0.0814375;-0.33258;-0.32383;-0.328205;281.1035;281.9961;281.5498;115.2621;133.5186;124.39035;1.14765;1.16144;1.154545;-0.42157;-0.41609;-0.41883;1.77717;1.78798;1.782575;-0.4554;-0.44466;-0.45003;0.17261;0.17795;0.17528;0.60674;0.67689;0.641815;1.959475;1.960705;1.96009;-0.64673;-0.646665;-0.6466975;0.076455;0.078095;0.077275;0.199415;0.20317;0.2012925;1.95235;1.95328;1.952815;-0.618;-0.61604;-0.61702;0.08341;0.09012;0.086765;0.18188;0.18886;0.18537;1.804207951;1.806583887;1.80539594;1.840856442;1.853974692;1.847415567;2.363650911;2.381296734;2.372473823;2.262456407;2.275346684;2.268901546;309.4444226;310.1184992;309.7814609;115.125815;119.9726263;117.5492207;112.4817458;114.8625163;113.6721807;102.2259874;103.6056364;102.9158119;102.9193116;103.9462729;103.4328245;-0.05828;-0.051195;-0.0547375;-0.29687;-0.29258;-0.294725;330.123;355.10325;342.613125;45.31065;87.8303;66.570475;0.82645;0.8271;0.826775;1.85365;1.85803;1.85584;-0.34405;-0.34337;-0.34371;1.95853;1.958575;1.9585525;-0.59871;-0.59705;-0.59788;0.04875;0.053765;0.0512575;0.235615;0.235895;0.235755;1.94962;1.95089;1.950255;-0.56615;-0.55939;-0.56277;0.05068;0.05182;0.05125;0.21496;0.22347;0.219215;44.21;44.34;44.275;46.50625745;49.58469905;48.04547825;46.71264974;50.05275898;48.38270436;44.13413327;47.41375233;45.7739428;38.54233752;41.92707152;40.23464783;30.73996801;33.49979791;32.11988296;8.834922527;11.80348629;10.31920441;11.22059462;12.66836323;11.94447893;10.51370187;10.66979912;10.5917505;8.001269899;8.663884983;8.332464057;6.008095046;6.593591138;6.300843092;-0.22953;-0.09067;12.6178;-0.15128;1.98583;-0.28958;1.96607;-0.29771;1.95758;-0.30109;1.94193;-0.32077;86.77578614;-0.19064;-0.0566;1.88035;405.75;48.04547825;48.38270436;45.7739428;40.23464783;32.11988296
629;35CF3-diphe;-0.36426;-0.33027;-0.3500625;-0.35663;-0.35194;-0.354285;243.8473;247.4542;245.65075;99.4549;111.4289;105.4419;1.19504;1.20315;1.199095;-0.40319;-0.39925;-0.40122;1.85531;1.85568;1.855495;-0.47625;-0.47359;-0.47492;0.35448;0.35671;0.355595;0.49734;0.49901;0.498175;1.95162;1.95582;1.95358;-0.66001;-0.65065;-0.654995;0.0722;0.07606;0.0738875;0.16089;0.16583;0.1636025;1.95366;1.95393;1.953795;-0.65105;-0.65048;-0.650765;0.07828;0.07898;0.07863;0.1557;0.15828;0.15699;1.831796849;1.838609967;1.835451731;1.841415699;1.846220719;1.843818209;2.369564901;2.375078453;2.372321677;2.257780886;2.258757564;2.258269225;313.8970295;314.2599222;314.0784758;117.8994176;120.5511737;119.2252957;105.0631224;115.8826727;111.1263099;105.416091;105.551503;105.483797;103.4320908;105.2763285;104.2973394;-0.33118;-0.32089;-0.3271875;-0.31972;-0.3137;-0.31671;303.0807;309.1916;306.13615;51.2939;52.772;52.03295;0.85027;0.85395;0.85211;1.8474;1.85244;1.84992;-0.37188;-0.37018;-0.37103;1.95079;1.9536;1.951975;-0.6095;-0.60731;-0.6080625;0.04217;0.05361;0.0477025;0.18817;0.1971;0.191975;1.95087;1.95237;1.95162;-0.60064;-0.59821;-0.599425;0.04107;0.04322;0.042145;0.18543;0.1891;0.187265;43.04;43.29;43.165;50.45068534;59.1068236;54.84300507;51.09086959;61.15387003;55.34495065;48.92466337;61.44949702;53.91208887;47.42754773;57.0982811;50.64333983;42.42242248;50.54849342;45.34506413;17.66239571;21.94576877;20.03873659;17.23046366;24.93637887;21.82127118;14.64791397;27.09942922;22.15043676;13.24323099;28.47838904;22.80398204;10.82982757;27.52201659;21.47364556;-0.26249;-0.12093;12.9773;-0.20097;1.98527;-0.32438;1.96707;-0.33366;1.95793;-0.33809;1.94276;-0.3501;88.6436766;-0.22516;-0.09194;4.7783;582.97;54.84300507;55.34495065;53.91208887;50.64333983;45.34506413
630;345MeO-diphe;-0.34967;-0.31671;-0.336325;-0.33861;-0.33502;-0.336815;241.6512;242.644;242.1476;92.9612;111.9139;102.43755;1.20739;1.20881;1.2081;-0.45127;-0.44642;-0.448845;1.85042;1.85218;1.8513;-0.4299;-0.42847;-0.429185;0.34463;0.35048;0.347555;0.50721;0.51113;0.50917;1.9509;1.95464;1.95266;-0.61506;-0.60923;-0.61181;0.06796;0.07643;0.0723725;0.21132;0.21465;0.21338;1.95298;1.95309;1.953035;-0.6092;-0.60878;-0.60899;0.08134;0.08259;0.081965;0.19163;0.19287;0.19225;1.825919363;1.827481403;1.826775508;1.848512641;1.851550076;1.850031358;2.388663752;2.3973761;2.393019926;2.269342324;2.270759029;2.270050677;313.4388218;313.9888228;313.7138223;118.4220228;120.7186331;119.5703279;105.3701488;116.1007983;111.1270977;105.4401614;105.924768;105.6824647;103.2953041;104.7687507;104.0156788;-0.31126;-0.30142;-0.3077675;-0.30092;-0.29656;-0.29874;303.4413;307.3896;305.41545;42.9126;58.0113;50.46195;0.84669;0.85231;0.8495;1.84908;1.8549;1.85199;-0.32663;-0.32503;-0.32583;1.95044;1.95275;1.9510975;-0.56481;-0.56101;-0.5628975;0.04046;0.05712;0.04831;0.24217;0.24921;0.24526;1.95061;1.95178;1.951195;-0.55532;-0.55374;-0.55453;0.04436;0.04774;0.04605;0.22578;0.22824;0.22701;42.63;42.92;42.775;50.3761919;59.05467819;54.81972586;51.73639129;62.28198126;56.2868537;51.69499543;63.62539813;56.39348333;49.35734047;59.69794549;53.14345322;44.06221003;52.84208968;47.48566858;17.84862932;21.60309893;20.09646901;19.72565328;26.92570294;23.92697536;20.01040648;32.13553656;27.20388824;18.83985668;33.66955417;27.57063812;15.78420043;32.00332455;25.2971599;-0.22516;-0.08955;9.0608;-0.18334;1.98672;-0.28754;1.96914;-0.29603;1.96072;-0.29877;1.94785;-0.31573;87.80539871;-0.17724;-0.05659;1.3502;699.62;54.81972586;56.2868537;56.39348333;53.14345322;47.48566858
631;Cy-diphe;-0.51959;-0.4797;-0.492995;-0.34767;-0.32393;-0.3358;222.6888;243.3879;233.03835;90.1968;118.871;104.5339;1.1676;1.21767;1.192635;-0.45744;-0.44893;-0.453185;1.85153;1.86095;1.85624;-0.43917;-0.42522;-0.432195;0.33803;0.35227;0.34515;0.49176;0.51692;0.50434;1.94578;1.95171;1.948695;-0.57066;-0.56479;-0.5677225;0.06687;0.08836;0.0750975;0.15286;0.16811;0.1624875;1.94578;1.95327;1.949525;-0.60238;-0.56583;-0.584105;0.08174;0.08836;0.08505;0.15286;0.19395;0.173405;1.88401685;1.904868409;1.8961004;1.853285125;1.863826049;1.858555587;2.402687673;2.412107127;2.4073974;2.267156997;2.27610341;2.271630204;307.4540758;317.0322297;312.2431527;118.9144577;120.3182518;119.6163548;108.588308;119.7110877;111.8523351;105.7782517;109.8937994;107.8360256;99.99862001;103.7175096;102.2035636;-0.4835;-0.47182;-0.47885;-0.30066;-0.28612;-0.29339;302.7443;313.7058;308.22505;47.5617;52.8971;50.2294;0.78041;0.79949;0.78995;1.91447;1.93219;1.92333;-0.34449;-0.31965;-0.33207;1.94745;1.9557;1.95197;-0.51372;-0.50063;-0.5069225;0.03864;0.05316;0.04432;0.19937;0.20898;0.2049375;1.95449;1.95736;1.955925;-0.54543;-0.53936;-0.542395;0.03298;0.0368;0.03489;0.22834;0.2311;0.22972;44.72;48.99;46.855;60.95426103;69.01445173;66.57013558;60.6759357;71.09738688;67.1722736;56.79496074;68.51486866;62.92966163;50.30477573;58.11011837;54.87130936;40.65426413;44.96194418;42.75124813;23.74106079;41.09803337;35.97102205;22.4970517;43.21581528;36.35326795;18.62445208;38.213869;32.48517864;13.7738673;33.73577033;26.54020591;8.89544184;28.0332227;20.03893819;-0.23084;-0.08466;11.484;-0.23257;1.98768;-0.28831;1.97455;-0.29421;1.95831;-0.29154;1.95364;-0.31526;94.88898281;-0.17157;-0.05578;1.3049;475.65;66.57013558;67.1722736;62.92966163;54.87130936;42.75124813
632;DMM-diphe;-0.36887;-0.33927;-0.3535325;-0.33574;-0.3341;-0.33492;246.3844;246.9192;246.6518;98.4921;99.548;99.02005;1.20364;1.20885;1.206245;-0.44552;-0.44075;-0.443135;1.85173;1.85284;1.852285;-0.42661;-0.42175;-0.42418;0.34685;0.34911;0.34798;0.51925;0.52396;0.521605;1.95169;1.95517;1.9533;-0.60879;-0.60216;-0.605615;0.068;0.07495;0.0715575;0.21413;0.22209;0.2185825;1.95345;1.95369;1.95357;-0.60334;-0.60263;-0.602985;0.08087;0.08088;0.080875;0.19758;0.19959;0.198585;1.827283472;1.833244741;1.829686562;1.849271801;1.850894698;1.850083249;2.384773411;2.39064376;2.387708585;2.263184894;2.264944583;2.264064739;313.7205329;314.2504434;313.9854882;118.8680714;119.6795955;119.2738334;107.0973575;115.4593379;111.2021816;105.7312892;105.9249529;105.8281211;103.1996129;104.7896307;104.0786835;-0.33088;-0.32064;-0.32706;-0.29856;-0.29584;-0.2972;309.1924;311.4569;310.32465;44.0725;48.896;46.48425;0.84688;0.85029;0.848585;1.8503;1.85044;1.85037;-0.32149;-0.31714;-0.319315;1.95097;1.95207;1.9515775;-0.55781;-0.55588;-0.55679;0.03972;0.05525;0.04723;0.24335;0.25531;0.2496125;1.95134;1.95185;1.951595;-0.54938;-0.5486;-0.54899;0.04395;0.04496;0.044455;0.23081;0.234;0.232405;42.5;42.99;42.745;50.30542312;58.74553039;54.50312872;50.99000683;58.13884923;54.46123766;48.1441771;56.21708555;51.92697329;45.46782167;51.29166856;48.25071432;40.96907146;44.67303872;42.76761469;18.04976162;20.95500596;19.52659416;17.59667308;22.21463596;20.12212153;14.64949071;21.33486803;18.3903062;13.79382285;22.80103406;18.57771327;11.71789164;23.88778513;18.12020744;-0.22103;-0.08307;9.6242;-0.1841;1.98644;-0.27937;1.96824;-0.28785;1.95984;-0.29105;1.94692;-0.30768;88.38356381;-0.17207;-0.05115;3.1671;655.93;54.50312872;54.46123766;51.92697329;48.25071432;42.76761469
633;gem-DPPB;-0.38309;-0.36966;-0.375995;-0.78324;-0.78324;-0.78324;300.903;309.0139;304.95845;123.2875;141.7266;132.50705;1.19768;1.20033;1.199005;-0.45292;-0.44834;-0.45063;1.77029;1.77515;1.77272;-0.435;-0.43071;-0.432855;0.1765;0.17832;0.17741;0.62812;0.63836;0.63324;1.95719;1.96093;1.9588275;-0.63287;-0.62673;-0.629685;0.07063;0.07985;0.0763125;0.19477;0.19792;0.196205;1.95411;1.95756;1.955835;-0.62905;-0.57627;-0.60266;0.06714;0.07985;0.073495;0.14173;0.19566;0.168695;1.823193637;1.826767575;1.824855502;1.896592655;1.900505416;1.898549035;2.378676177;2.383164843;2.38092051;2.262576244;2.267227507;2.264901876;322.1889447;323.7909664;322.9899556;95.93515591;96.2009167;96.06803631;115.5424133;121.3678752;118.1482906;107.1136337;107.7331544;107.423394;106.8532117;108.3694203;107.7832808;-0.34481;-0.33662;-0.3396075;-0.76161;-0.76161;-0.76161;256.9108;264.667;260.7889;157.4657;168.1492;162.80745;0.80824;0.81569;0.811965;1.87902;1.89801;1.888515;-0.3158;-0.3126;-0.3142;1.95484;1.96149;1.9579275;-0.56953;-0.56617;-0.5675525;0.04132;0.04882;0.045795;0.23773;0.24344;0.24076;1.95065;1.95228;1.951465;-0.5291;-0.52828;-0.52869;0.04318;0.04904;0.04611;0.17929;0.18328;0.181285;41.52;42.26;41.89;46.40941597;56.30959476;50.44696067;46.66997703;53.66054249;49.57947986;42.60745483;47.30771657;44.87717196;36.59032156;41.79690689;39.4672094;29.58648093;35.71469234;32.35826554;7.367401669;17.46871275;12.2523093;6.123145677;15.25355347;12.51163801;3.651729684;11.44240169;8.833685472;2.220508867;8.529184997;6.35607057;1.397562378;6.177168783;4.418261102;-0.2295;-0.0694;13.0534;-0.17572;1.9871;-0.2907;1.97771;-0.29587;1.96254;-0.32552;1.92812;-0.29747;74.8749718;-0.18265;-0.03492;2.1045;416.44;50.44696067;49.57947986;44.87717196;39.4672094;32.35826554
634;BCOPE;-0.50908;-0.50031;-0.504695;-0.74029;-0.74029;-0.74029;226.2632;226.2687;226.26595;215.4918;215.5118;215.5018;1.15864;1.15866;1.15865;-0.44283;-0.44282;-0.442825;1.78535;1.78535;1.78535;-0.43705;-0.43705;-0.43705;0.16694;0.16694;0.16694;0.58897;0.58898;0.588975;1.95768;1.95891;1.958295;-0.58494;-0.58044;-0.58269;0.07408;0.07443;0.0742575;0.15879;0.16124;0.160015;1.96762;1.96762;1.96762;-0.59367;-0.59367;-0.59367;0.06781;0.06781;0.06781;0.16114;0.16115;0.161145;1.864012293;1.864649343;1.864329479;1.867713414;1.867727806;1.86772061;2.385616855;2.38561918;2.385618017;2.29934136;2.299347132;2.299344246;307.6490727;307.6498891;307.6494809;105.6421511;105.6441579;105.6431545;116.184532;125.7416885;120.9637452;95.9043587;95.90501686;95.90468778;105.139787;106.6057434;105.8723966;-0.49594;-0.49225;-0.494095;-0.71949;-0.71949;-0.71949;335.5343;335.5364;335.53535;151.5047;151.5201;151.5124;0.7786;0.77861;0.778605;1.92696;1.92696;1.92696;-0.34334;-0.34334;-0.34334;1.95756;1.95848;1.95802;-0.51305;-0.51095;-0.5120025;0.04058;0.04268;0.04163;0.20787;0.21534;0.2116025;1.97045;1.97045;1.97045;-0.52707;-0.52706;-0.527065;0.03364;0.03364;0.03364;0.20844;0.20845;0.208445;48.7;48.7;48.7;43.64198451;49.94040524;46.79026371;44.52703122;52.23915337;48.3830923;41.03465674;48.08031913;44.55807922;32.69218559;40.89482516;36.79271169;23.62876644;30.72844025;27.17803408;10.33224076;16.89511323;13.61181466;14.15802868;20.4301409;17.29253305;12.82362587;18.31856454;15.5710952;9.220372806;14.79704295;12.00780081;5.882285968;9.837017471;7.859936355;-0.22882;-0.06625;12.1504;-0.14209;1.98961;-0.28318;1.97349;-0.29268;1.95601;-0.31739;1.95273;-0.29237;87.41422825;-0.17859;0.02596;1.5065;300.59;46.79026371;48.3830923;44.55807922;36.79271169;27.17803408
